Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
6168,CA-2016-142433,2016-04-20,2016-04-25,standard class,ES-14020,Erica Smith,consumer,united states,houston,texas,77036,central,OFF-PA-10002377,office supplies,paper,xerox 1916,117.456
6169,CA-2016-132815,2016-09-19,2016-09-22,second class,RW-19540,Rick Wilson,corporate,united states,los angeles,california,90008,west,OFF-PA-10004530,office supplies,paper,personal creations ink jet cards and labels,22.96
6170,CA-2015-101266,2015-08-27,2015-08-30,second class,MM-17920,Michael Moore,consumer,united states,springfield,virginia,22153,south,OFF-PA-10002986,office supplies,paper,xerox 1898,13.36
6171,CA-2017-141523,2017-12-19,2017-12-24,second class,MH-17440,Mark Haberlin,corporate,united states,new york city,new york,10035,east,OFF-BI-10000948,office supplies,binders,"gbc laser imprintable binding system covers, desert sand",34.248
6172,CA-2017-141523,2017-12-19,2017-12-24,second class,MH-17440,Mark Haberlin,corporate,united states,new york city,new york,10035,east,OFF-AR-10001545,office supplies,art,newell 326,3.52
6173,US-2015-106299,2015-08-02,2015-08-08,standard class,NZ-18565,Nick Zandusky,home office,united states,springfield,missouri,65807,central,OFF-BI-10001758,office supplies,binders,wilson jones 14 line acrylic coated pressboard data binders,26.7
6174,US-2015-106299,2015-08-02,2015-08-08,standard class,NZ-18565,Nick Zandusky,home office,united states,springfield,missouri,65807,central,TEC-AC-10003237,technology,accessories,memorex micro travel drive 4 gb,21.2
6177,CA-2016-158421,2016-09-21,2016-09-26,standard class,GB-14575,Giulietta Baptist,consumer,united states,columbia,south carolina,29203,south,OFF-ST-10002444,office supplies,storage,recycled eldon regeneration jumbo file,85.96
6178,CA-2016-158421,2016-09-21,2016-09-26,standard class,GB-14575,Giulietta Baptist,consumer,united states,columbia,south carolina,29203,south,OFF-EN-10001453,office supplies,envelopes,"tyvek interoffice envelopes, 9 1/2"" x 12 1/2"", 100/box",121.96
6179,CA-2016-158421,2016-09-21,2016-09-26,standard class,GB-14575,Giulietta Baptist,consumer,united states,columbia,south carolina,29203,south,OFF-PA-10001801,office supplies,paper,xerox 193,23.92
6180,CA-2016-158421,2016-09-21,2016-09-26,standard class,GB-14575,Giulietta Baptist,consumer,united states,columbia,south carolina,29203,south,OFF-ST-10000563,office supplies,storage,fellowes bankers box stor/drawer steel plus,63.96
6182,CA-2016-158421,2016-09-21,2016-09-26,standard class,GB-14575,Giulietta Baptist,consumer,united states,columbia,south carolina,29203,south,TEC-PH-10002538,technology,phones,grandstream gxp1160 voip phone,113.73
6183,CA-2016-158421,2016-09-21,2016-09-26,standard class,GB-14575,Giulietta Baptist,consumer,united states,columbia,south carolina,29203,south,OFF-BI-10000050,office supplies,binders,"angle-d binders with locking rings, label holders",14.6
6185,CA-2017-143609,2017-12-11,2017-12-13,first class,DB-13270,Deborah Brumfield,home office,united states,portland,oregon,97206,west,FUR-CH-10004218,furniture,chairs,"global fabric manager's chair, dark gray",403.92
6186,CA-2016-138331,2016-08-07,2016-08-12,standard class,JK-15625,Jim Karlsson,consumer,united states,philadelphia,pennsylvania,19120,east,OFF-AR-10002952,office supplies,art,stanley contemporary battery pencil sharpeners,106.8
6187,CA-2016-138954,2016-11-15,2016-11-17,first class,MH-17785,Maya Herman,corporate,united states,new york city,new york,10035,east,OFF-ST-10003058,office supplies,storage,eldon mobile mega data cart  mega stackable  add-on trays,70.95
6188,CA-2016-138954,2016-11-15,2016-11-17,first class,MH-17785,Maya Herman,corporate,united states,new york city,new york,10035,east,OFF-BI-10003963,office supplies,binders,cardinal holdit data disk pockets,34.944
6189,CA-2016-138954,2016-11-15,2016-11-17,first class,MH-17785,Maya Herman,corporate,united states,new york city,new york,10035,east,OFF-AR-10001955,office supplies,art,newell 319,119.04
6190,CA-2018-157903,2018-04-04,2018-04-08,standard class,AM-10705,Anne McFarland,consumer,united states,des plaines,illinois,60016,central,TEC-PH-10004345,technology,phones,cisco spa 502g ip phone,383.84
6192,CA-2018-107986,2018-12-13,2018-12-13,same day,MW-18220,Mitch Webber,consumer,united states,seattle,washington,98103,west,OFF-ST-10001325,office supplies,storage,sterilite officeware hinged file box,31.44
6193,CA-2018-104927,2018-12-22,2018-12-26,standard class,AG-10330,Alex Grayson,consumer,united states,houston,texas,77095,central,OFF-PA-10000019,office supplies,paper,xerox 1931,25.92
6194,CA-2018-104927,2018-12-22,2018-12-26,standard class,AG-10330,Alex Grayson,consumer,united states,houston,texas,77095,central,OFF-BI-10003429,office supplies,binders,"cardinal holdit! binder insert strips,extra strips",6.33
6195,CA-2018-104927,2018-12-22,2018-12-26,standard class,AG-10330,Alex Grayson,consumer,united states,houston,texas,77095,central,OFF-PA-10000176,office supplies,paper,xerox 1887,75.88
6196,CA-2018-113453,2018-10-21,2018-10-28,standard class,CM-12160,Charles McCrossin,consumer,united states,philadelphia,pennsylvania,19143,east,TEC-PH-10004165,technology,phones,mitel mivoice 5330e ip phone,329.988
6197,CA-2018-113453,2018-10-21,2018-10-28,standard class,CM-12160,Charles McCrossin,consumer,united states,philadelphia,pennsylvania,19143,east,OFF-ST-10000352,office supplies,storage,acco perma 2700 stacking storage drawers,71.376
6198,CA-2016-149909,2016-11-13,2016-11-17,standard class,RA-19915,Russell Applegate,consumer,united states,columbus,indiana,47201,central,OFF-PA-10000726,office supplies,paper,"black print carbonless snap-off rapid letter, 8 1/2"" x 7""",63.77
6199,CA-2016-149909,2016-11-13,2016-11-17,standard class,RA-19915,Russell Applegate,consumer,united states,columbus,indiana,47201,central,TEC-PH-10001536,technology,phones,spigen samsung galaxy s5 case wallet,50.97
6200,CA-2016-149909,2016-11-13,2016-11-17,standard class,RA-19915,Russell Applegate,consumer,united states,columbus,indiana,47201,central,OFF-PA-10001790,office supplies,paper,xerox 1910,96.08
6202,CA-2016-146675,2016-04-16,2016-04-20,standard class,SB-20185,Sarah Brown,consumer,united states,evanston,illinois,60201,central,TEC-AC-10004396,technology,accessories,logitech keyboard k120,43.56
6204,CA-2017-133669,2017-10-21,2017-10-27,standard class,SV-20935,Susan Vittorini,consumer,united states,columbus,ohio,43229,east,TEC-PH-10001305,technology,phones,panasonic kx ts208w corded phone,235.152
6205,CA-2018-145660,2018-12-01,2018-12-03,first class,MG-17650,Matthew Grinstein,home office,united states,marion,ohio,43302,east,FUR-FU-10002885,furniture,furnishings,magna visual magnetic picture hangers,7.712
6206,CA-2017-133697,2017-10-20,2017-10-24,second class,CM-12445,Chuck Magee,consumer,united states,houston,texas,77095,central,OFF-PA-10000726,office supplies,paper,"black print carbonless snap-off rapid letter, 8 1/2"" x 7""",51.016
6207,CA-2017-133697,2017-10-20,2017-10-24,second class,CM-12445,Chuck Magee,consumer,united states,houston,texas,77095,central,OFF-FA-10003112,office supplies,fasteners,staples,25.248
6208,CA-2017-133697,2017-10-20,2017-10-24,second class,CM-12445,Chuck Magee,consumer,united states,houston,texas,77095,central,FUR-CH-10002372,furniture,chairs,office star - ergonomically designed knee chair,56.686
6209,CA-2018-148138,2018-09-29,2018-10-03,standard class,ME-18010,Michelle Ellison,corporate,united states,marion,ohio,43302,east,OFF-ST-10000563,office supplies,storage,fellowes bankers box stor/drawer steel plus,51.168
6212,CA-2018-119809,2018-08-18,2018-08-25,standard class,YS-21880,Yana Sorensen,corporate,united states,seattle,washington,98103,west,FUR-FU-10001475,furniture,furnishings,"contract clock, 14"", brown",65.94
6213,CA-2018-149944,2018-11-12,2018-11-16,second class,MB-17305,Maria Bertelson,consumer,united states,longview,washington,98632,west,OFF-FA-10003495,office supplies,fasteners,staples,18.24
6214,CA-2018-149944,2018-11-12,2018-11-16,second class,MB-17305,Maria Bertelson,consumer,united states,longview,washington,98632,west,OFF-AP-10004708,office supplies,appliances,fellowes superior 10 outlet split surge protector,76.12
6215,CA-2015-128538,2015-10-11,2015-10-15,standard class,AS-10240,Alan Shonely,consumer,united states,redondo beach,california,90278,west,OFF-EN-10001219,office supplies,envelopes,"#10- 4 1/8"" x 9 1/2"" security-tint envelopes",7.64
6216,CA-2016-161711,2016-11-28,2016-12-03,standard class,MC-17425,Mark Cousins,corporate,united states,new york city,new york,10035,east,FUR-FU-10000087,furniture,furnishings,"executive impressions 14"" two-color numerals wall clock",68.16
6217,CA-2016-161711,2016-11-28,2016-12-03,standard class,MC-17425,Mark Cousins,corporate,united states,new york city,new york,10035,east,OFF-EN-10001539,office supplies,envelopes,staple envelope,62.24
6218,US-2016-129553,2016-07-27,2016-08-02,standard class,PG-18820,Patrick Gardner,consumer,united states,louisville,kentucky,40214,south,TEC-PH-10004897,technology,phones,mediabridge sport armband iphone 5s,29.97
6219,CA-2017-160220,2017-10-20,2017-10-26,standard class,JS-16030,Joy Smith,consumer,united states,trenton,michigan,48183,central,TEC-PH-10001300,technology,phones,"ikross bluetooth portable keyboard + cell phone stand holder + brush for apple iphone 5s 5c 5, 4s 4",125.7
6220,CA-2017-160220,2017-10-20,2017-10-26,standard class,JS-16030,Joy Smith,consumer,united states,trenton,michigan,48183,central,TEC-PH-10001557,technology,phones,pyle pmp37led,191.98
6221,CA-2017-160220,2017-10-20,2017-10-26,standard class,JS-16030,Joy Smith,consumer,united states,trenton,michigan,48183,central,OFF-ST-10000617,office supplies,storage,woodgrain magazine files by perma,20.86
6222,US-2018-157224,2018-09-14,2018-09-18,second class,JB-16000,Joy Bell-,consumer,united states,los angeles,california,90045,west,OFF-LA-10000121,office supplies,labels,avery 48,56.7
6223,CA-2018-140627,2018-12-23,2018-12-27,standard class,DK-12985,Darren Koutras,consumer,united states,hendersonville,tennessee,37075,south,FUR-FU-10000087,furniture,furnishings,"executive impressions 14"" two-color numerals wall clock",72.704
6224,CA-2018-140627,2018-12-23,2018-12-27,standard class,DK-12985,Darren Koutras,consumer,united states,hendersonville,tennessee,37075,south,OFF-AR-10000422,office supplies,art,pencil and crayon sharpener,12.264
6225,CA-2018-140627,2018-12-23,2018-12-27,standard class,DK-12985,Darren Koutras,consumer,united states,hendersonville,tennessee,37075,south,OFF-ST-10004123,office supplies,storage,safco industrial wire shelving system,218.352
6226,CA-2016-133445,2016-10-05,2016-10-09,standard class,JF-15490,Jeremy Farry,consumer,united states,portland,oregon,97206,west,FUR-BO-10003660,furniture,bookcases,"bush cubix collection bookcases, fully assembled",66.294
6227,CA-2016-133445,2016-10-05,2016-10-09,standard class,JF-15490,Jeremy Farry,consumer,united states,portland,oregon,97206,west,FUR-CH-10000422,furniture,chairs,global highback leather tilter in burgundy,291.168
6228,CA-2015-148782,2015-11-02,2015-11-07,standard class,PO-18850,Patrick O'Brill,consumer,united states,irving,texas,75061,central,TEC-PH-10002923,technology,phones,"logitech b530 usb headset - headset - full size, binaural",88.776
6229,CA-2017-148208,2017-01-22,2017-01-27,standard class,BT-11530,Bradley Talbott,home office,united states,cleveland,ohio,44105,east,TEC-PH-10004093,technology,phones,panasonic kx-ts550,110.376
6230,CA-2017-148208,2017-01-22,2017-01-27,standard class,BT-11530,Bradley Talbott,home office,united states,cleveland,ohio,44105,east,TEC-AC-10000171,technology,accessories,"verbatim 25 gb 6x blu-ray single layer recordable disc, 25/pack",55.176
6231,CA-2018-127656,2018-07-11,2018-07-17,standard class,NW-18400,Natalie Webber,consumer,united states,waterloo,iowa,50701,central,OFF-AR-10001166,office supplies,art,staples in misc. colors,30.32
6232,US-2018-142188,2018-09-11,2018-09-11,same day,JF-15415,Jennifer Ferguson,consumer,united states,seattle,washington,98105,west,FUR-CH-10003199,furniture,chairs,office star - contemporary task swivel chair,177.568
6233,US-2018-142188,2018-09-11,2018-09-11,same day,JF-15415,Jennifer Ferguson,consumer,united states,seattle,washington,98105,west,OFF-PA-10002005,office supplies,paper,xerox 225,19.44
6234,US-2018-142188,2018-09-11,2018-09-11,same day,JF-15415,Jennifer Ferguson,consumer,united states,seattle,washington,98105,west,OFF-PA-10004101,office supplies,paper,xerox 1894,71.28
6236,US-2018-142188,2018-09-11,2018-09-11,same day,JF-15415,Jennifer Ferguson,consumer,united states,seattle,washington,98105,west,TEC-PH-10000127,technology,phones,iottie xl car mount,79.96
6237,CA-2017-144400,2017-02-23,2017-02-27,standard class,AC-10420,Alyssa Crouse,corporate,united states,philadelphia,pennsylvania,19120,east,OFF-EN-10004386,office supplies,envelopes,"recycled interoffice envelopes with string and button closure, 10 x 13",57.576
6238,US-2017-155180,2017-01-22,2017-01-29,standard class,TB-21280,Toby Braunhardt,consumer,united states,new york city,new york,10009,east,OFF-BI-10004506,office supplies,binders,wilson jones data.warehouse d-ring binders with dubllock,26.336
6239,CA-2016-134075,2016-12-12,2016-12-16,standard class,HA-14905,Helen Abelman,consumer,united states,san jose,california,95123,west,FUR-FU-10004597,furniture,furnishings,eldon cleatmat chair mats for medium pile carpets,166.5
6240,CA-2016-134075,2016-12-12,2016-12-16,standard class,HA-14905,Helen Abelman,consumer,united states,san jose,california,95123,west,OFF-ST-10001496,office supplies,storage,standard rollaway file with lock,360.38
6241,US-2017-131912,2017-10-29,2017-11-01,second class,LH-17155,Logan Haushalter,consumer,united states,los angeles,california,90008,west,OFF-BI-10004236,office supplies,binders,"xtralife clearvue slant-d ring binder, white, 3""",11.744
6242,CA-2018-141572,2018-05-28,2018-05-31,second class,LO-17170,Lori Olson,corporate,united states,concord,new hampshire,3301,east,FUR-FU-10001185,furniture,furnishings,"advantus employee of the month certificate frame, 11 x 13-1/2",247.44
6243,CA-2015-134621,2015-12-21,2015-12-28,standard class,DP-13390,Dennis Pardue,home office,united states,columbia,tennessee,38401,south,OFF-BI-10000977,office supplies,binders,ibico plastic spiral binding combs,18.24
6244,CA-2017-165561,2017-11-24,2017-11-28,standard class,CR-12580,Clay Rozendal,home office,united states,bellevue,washington,98006,west,OFF-SU-10004782,office supplies,supplies,"elite 5"" scissors",25.35
6245,CA-2016-112305,2016-11-20,2016-11-25,standard class,KB-16405,Katrina Bavinger,home office,united states,seattle,washington,98105,west,OFF-AR-10002067,office supplies,art,newell 334,119.04
6246,CA-2016-112305,2016-11-20,2016-11-25,standard class,KB-16405,Katrina Bavinger,home office,united states,seattle,washington,98105,west,FUR-FU-10002364,furniture,furnishings,"eldon expressions wood desk accessories, oak",22.14
6247,CA-2016-112305,2016-11-20,2016-11-25,standard class,KB-16405,Katrina Bavinger,home office,united states,seattle,washington,98105,west,TEC-AC-10002018,technology,accessories,amazonbasics 3-button usb wired mouse,13.98
6248,CA-2018-121580,2018-05-29,2018-06-04,standard class,ML-17410,Maris LaWare,consumer,united states,columbus,indiana,47201,central,OFF-BI-10000632,office supplies,binders,satellite sectional post binders,43.41
6249,CA-2018-121580,2018-05-29,2018-06-04,standard class,ML-17410,Maris LaWare,consumer,united states,columbus,indiana,47201,central,FUR-FU-10003981,furniture,furnishings,eldon wave desk accessories,6.24
6250,CA-2018-121580,2018-05-29,2018-06-04,standard class,ML-17410,Maris LaWare,consumer,united states,columbus,indiana,47201,central,OFF-AP-10001564,office supplies,appliances,hoover commercial lightweight upright vacuum with e-z empty dirt cup,465.16
6251,CA-2018-121580,2018-05-29,2018-06-04,standard class,ML-17410,Maris LaWare,consumer,united states,columbus,indiana,47201,central,OFF-PA-10004082,office supplies,paper,"adams telephone message book w/frequently-called numbers space, 400 messages per book",7.98
6252,CA-2015-101147,2015-12-02,2015-12-04,first class,MC-17575,Matt Collins,consumer,united states,chicago,illinois,60623,central,OFF-AP-10004249,office supplies,appliances,staple holder,2.394
6253,CA-2015-165806,2015-04-07,2015-04-07,same day,VM-21685,Valerie Mitchum,home office,united states,marietta,georgia,30062,south,OFF-PA-10003441,office supplies,paper,xerox 226,58.32
6254,CA-2015-165806,2015-04-07,2015-04-07,same day,VM-21685,Valerie Mitchum,home office,united states,marietta,georgia,30062,south,TEC-PH-10004922,technology,phones,rca visys integrated pbx 8-line router,200.97
6255,CA-2016-151624,2016-09-08,2016-09-14,standard class,VW-21775,Victoria Wilson,corporate,united states,montgomery,alabama,36116,south,FUR-FU-10001731,furniture,furnishings,acrylic self-standing desk frames,21.36
6256,CA-2018-139444,2018-09-09,2018-09-15,standard class,GK-14620,Grace Kelly,corporate,united states,plano,texas,75023,central,OFF-LA-10000134,office supplies,labels,avery 511,9.856
6257,CA-2016-133977,2016-09-06,2016-09-08,second class,AT-10435,Alyssa Tate,home office,united states,tamarac,florida,33319,south,OFF-BI-10003166,office supplies,binders,gbc plasticlear binding covers,3.444
6258,CA-2018-141425,2018-11-02,2018-11-06,second class,AR-10825,Anthony Rawles,corporate,united states,columbus,ohio,43229,east,OFF-SU-10000646,office supplies,supplies,premier automatic letter opener,384.592
6259,CA-2016-133536,2016-03-28,2016-03-30,second class,JH-15820,John Huston,consumer,united states,new york city,new york,10009,east,OFF-EN-10004459,office supplies,envelopes,security-tint envelopes,22.92
6260,CA-2016-150441,2016-08-13,2016-08-17,second class,RA-19285,Ralph Arnett,consumer,united states,richmond,indiana,47374,central,OFF-BI-10003529,office supplies,binders,avery round ring poly binders,11.36
6261,CA-2016-162607,2016-05-12,2016-05-18,standard class,RO-19780,Rose O'Brian,consumer,united states,seattle,washington,98115,west,OFF-BI-10002949,office supplies,binders,prestige round ring binders,14.592
6262,CA-2018-103506,2018-07-23,2018-07-27,standard class,LR-17035,Lisa Ryan,corporate,united states,long beach,new york,11561,east,OFF-LA-10001158,office supplies,labels,"avery address/shipping labels for typewriters, 4"" x 2""",41.4
6263,CA-2017-132479,2017-09-24,2017-09-26,first class,MK-17905,Michael Kennedy,corporate,united states,rockford,illinois,61107,central,OFF-BI-10004584,office supplies,binders,gbc proclick 150 presentation binding system,442.372
6264,CA-2018-160724,2018-05-05,2018-05-10,standard class,YS-21880,Yana Sorensen,corporate,united states,columbus,georgia,31907,south,OFF-BI-10004965,office supplies,binders,ibico covers for plastic or wire binding elements,34.5
6265,US-2017-115952,2017-10-06,2017-10-06,same day,JH-15910,Jonathan Howell,consumer,united states,tulsa,oklahoma,74133,central,OFF-BI-10004654,office supplies,binders,avery binding system hidden tab executive style index sets,28.85
6266,CA-2015-146731,2015-11-03,2015-11-08,standard class,AT-10735,Annie Thurman,consumer,united states,nashville,tennessee,37211,south,OFF-PA-10000141,office supplies,paper,"ampad evidence wirebond steno books, 6"" x 9""",3.488
6267,CA-2015-146731,2015-11-03,2015-11-08,standard class,AT-10735,Annie Thurman,consumer,united states,nashville,tennessee,37211,south,OFF-PA-10001019,office supplies,paper,xerox 1884,143.856
6268,CA-2016-115392,2016-10-01,2016-10-04,second class,RM-19675,Robert Marley,home office,united states,cambridge,massachusetts,2138,east,TEC-PH-10002496,technology,phones,cisco spa301,311.98
6269,CA-2016-115392,2016-10-01,2016-10-04,second class,RM-19675,Robert Marley,home office,united states,cambridge,massachusetts,2138,east,OFF-BI-10000829,office supplies,binders,avery non-stick binders,22.45
6270,CA-2018-102379,2018-12-02,2018-12-06,standard class,BB-11545,Brenda Bowman,corporate,united states,oakland,california,94601,west,TEC-PH-10001448,technology,phones,anker astro 15000mah usb portable charger,39.992
6272,CA-2018-102379,2018-12-02,2018-12-06,standard class,BB-11545,Brenda Bowman,corporate,united states,oakland,california,94601,west,OFF-AR-10004022,office supplies,art,panasonic kp-380bk classic electric pencil sharpener,179.9
6273,CA-2018-149706,2018-12-11,2018-12-12,first class,AS-10285,Alejandro Savely,corporate,united states,palatine,illinois,60067,central,TEC-AC-10001284,technology,accessories,enermax briskie rf wireless keyboard and mouse combo,116.312
6274,US-2017-139087,2017-07-17,2017-07-22,second class,DK-13375,Dennis Kane,consumer,united states,seattle,washington,98105,west,FUR-FU-10001847,furniture,furnishings,eldon image series black desk accessories,12.42
6275,US-2017-139087,2017-07-17,2017-07-22,second class,DK-13375,Dennis Kane,consumer,united states,seattle,washington,98105,west,TEC-AC-10004595,technology,accessories,first data tmfd35 pin pad,428.4
6276,US-2017-139087,2017-07-17,2017-07-22,second class,DK-13375,Dennis Kane,consumer,united states,seattle,washington,98105,west,FUR-FU-10004164,furniture,furnishings,"eldon 300 class desk accessories, black",24.75
6277,US-2017-139087,2017-07-17,2017-07-22,second class,DK-13375,Dennis Kane,consumer,united states,seattle,washington,98105,west,OFF-LA-10001074,office supplies,labels,round specialty laser printer labels,87.71
6278,US-2017-139087,2017-07-17,2017-07-22,second class,DK-13375,Dennis Kane,consumer,united states,seattle,washington,98105,west,OFF-ST-10000604,office supplies,storage,home/office personal file carts,69.52
6279,US-2017-139087,2017-07-17,2017-07-22,second class,DK-13375,Dennis Kane,consumer,united states,seattle,washington,98105,west,TEC-PH-10000148,technology,phones,cyber acoustics ac-202b speech recognition stereo headset,20.784
6280,US-2017-139087,2017-07-17,2017-07-22,second class,DK-13375,Dennis Kane,consumer,united states,seattle,washington,98105,west,OFF-BI-10000042,office supplies,binders,"pressboard data binder, crimson, 12"" x 8 1/2""",12.816
6281,CA-2018-152226,2018-05-12,2018-05-16,standard class,JH-15910,Jonathan Howell,consumer,united states,cincinnati,ohio,45231,east,OFF-LA-10000443,office supplies,labels,avery 501,5.904
6282,CA-2016-116484,2016-11-20,2016-11-26,standard class,JK-15205,Jamie Kunitz,consumer,united states,marion,ohio,43302,east,FUR-FU-10002874,furniture,furnishings,ultra commercial grade dual valve door closer,63.824
6283,CA-2016-116484,2016-11-20,2016-11-26,standard class,JK-15205,Jamie Kunitz,consumer,united states,marion,ohio,43302,east,OFF-ST-10003994,office supplies,storage,"belkin 19"" center-weighted shelf, gray",141.552
6284,CA-2017-100944,2017-09-24,2017-09-28,standard class,EH-13765,Edward Hooks,corporate,united states,los angeles,california,90049,west,OFF-EN-10001453,office supplies,envelopes,"tyvek interoffice envelopes, 9 1/2"" x 12 1/2"", 100/box",304.9
6287,CA-2017-121020,2017-10-24,2017-10-31,standard class,CG-12040,Catherine Glotzbach,home office,united states,lebanon,tennessee,37087,south,TEC-PH-10001061,technology,phones,apple iphone 5c,239.976
6289,CA-2015-100090,2015-07-08,2015-07-12,standard class,EB-13705,Ed Braxton,corporate,united states,san francisco,california,94122,west,OFF-BI-10001597,office supplies,binders,"wilson jones ledger-size, piano-hinge binder, 2"", blue",196.704
6291,US-2016-139675,2016-03-13,2016-03-18,second class,NF-18595,Nicole Fjeld,home office,united states,chico,california,95928,west,FUR-FU-10001979,furniture,furnishings,dana halogen swing-arm architect lamp,327.76
6293,CA-2016-151253,2016-04-22,2016-04-26,standard class,AZ-10750,Annie Zypern,consumer,united states,los angeles,california,90008,west,TEC-PH-10002923,technology,phones,"logitech b530 usb headset - headset - full size, binaural",88.776
6294,CA-2016-151253,2016-04-22,2016-04-26,standard class,AZ-10750,Annie Zypern,consumer,united states,los angeles,california,90008,west,OFF-AR-10004691,office supplies,art,boston 1730 standup electric pencil sharpener,64.14
6295,CA-2015-141152,2015-09-16,2015-09-19,first class,RF-19345,Randy Ferguson,corporate,united states,new york city,new york,10024,east,OFF-BI-10002931,office supplies,binders,"avery trapezoid extra heavy duty 4"" binders",33.552
6298,CA-2015-141313,2015-12-28,2016-01-01,standard class,AJ-10780,Anthony Jacobs,corporate,united states,beverly,massachusetts,1915,east,OFF-PA-10003302,office supplies,paper,xerox 1906,141.76
6299,CA-2015-169852,2015-10-21,2015-10-26,standard class,SF-20965,Sylvia Foulston,corporate,united states,san diego,california,92024,west,OFF-BI-10001460,office supplies,binders,plastic binding combs,36.36
6300,CA-2018-107314,2018-11-30,2018-12-03,first class,MZ-17335,Maria Zettner,home office,united states,san francisco,california,94109,west,FUR-FU-10003489,furniture,furnishings,contemporary borderless frame,25.83
6301,US-2015-161305,2015-06-06,2015-06-12,standard class,SB-20170,Sarah Bern,consumer,united states,chicago,illinois,60623,central,OFF-BI-10002794,office supplies,binders,"avery trapezoid ring binder, 3"" capacity, black, 1040 sheets",24.588
6302,US-2015-161305,2015-06-06,2015-06-12,standard class,SB-20170,Sarah Bern,consumer,united states,chicago,illinois,60623,central,OFF-EN-10000461,office supplies,envelopes,"#10- 4 1/8"" x 9 1/2"" recycled envelopes",13.984
6303,CA-2018-166919,2018-11-23,2018-11-27,standard class,AH-10210,Alan Hwang,consumer,united states,dallas,texas,75220,central,TEC-PH-10001305,technology,phones,panasonic kx ts208w corded phone,195.96
6304,CA-2018-162712,2018-06-18,2018-06-20,second class,NK-18490,Neil Knudson,home office,united states,corpus christi,texas,78415,central,OFF-PA-10000167,office supplies,paper,xerox 1925,74.352
6305,CA-2018-107552,2018-05-05,2018-05-05,same day,AI-10855,Arianne Irving,consumer,united states,new york city,new york,10035,east,OFF-PA-10002947,office supplies,paper,xerox 1923,6.68
6306,CA-2017-163328,2017-11-04,2017-11-06,second class,TP-21565,Tracy Poddar,corporate,united states,eugene,oregon,97405,west,OFF-SU-10002301,office supplies,supplies,serrated blade or curved handle hand letter openers,17.584
6307,CA-2017-163328,2017-11-04,2017-11-06,second class,TP-21565,Tracy Poddar,corporate,united states,eugene,oregon,97405,west,FUR-CH-10003298,furniture,chairs,"office star - contemporary task swivel chair with loop arms, charcoal",104.784
6308,CA-2017-163328,2017-11-04,2017-11-06,second class,TP-21565,Tracy Poddar,corporate,united states,eugene,oregon,97405,west,OFF-PA-10004353,office supplies,paper,southworth 25% cotton premium laser paper and envelopes,47.952
6311,CA-2017-163328,2017-11-04,2017-11-06,second class,TP-21565,Tracy Poddar,corporate,united states,eugene,oregon,97405,west,OFF-PA-10000176,office supplies,paper,xerox 1887,15.176
6312,CA-2015-112837,2015-09-11,2015-09-16,standard class,LW-17125,Liz Willingham,consumer,united states,oxnard,california,93030,west,FUR-FU-10004006,furniture,furnishings,"deflect-o duramat lighweight, studded, beveled mat for low pile carpeting",127.95
6314,CA-2018-120019,2018-02-16,2018-02-21,standard class,NG-18355,Nat Gilpin,corporate,united states,fairfield,connecticut,6824,east,TEC-PH-10000923,technology,phones,"belkin sportfit armband for iphone 5s/5c, fuchsia",14.99
6315,CA-2015-100762,2015-11-24,2015-11-29,standard class,NG-18355,Nat Gilpin,corporate,united states,jackson,michigan,49201,central,OFF-AR-10000380,office supplies,art,"hunt powerhouse electric pencil sharpener, blue",151.92
6316,CA-2015-100762,2015-11-24,2015-11-29,standard class,NG-18355,Nat Gilpin,corporate,united states,jackson,michigan,49201,central,OFF-LA-10003930,office supplies,labels,"dot matrix printer tape reel labels, white, 5000/box",196.62
6317,CA-2015-100762,2015-11-24,2015-11-29,standard class,NG-18355,Nat Gilpin,corporate,united states,jackson,michigan,49201,central,OFF-PA-10001815,office supplies,paper,xerox 1885,144.12
6318,CA-2015-100762,2015-11-24,2015-11-29,standard class,NG-18355,Nat Gilpin,corporate,united states,jackson,michigan,49201,central,OFF-PA-10004082,office supplies,paper,"adams telephone message book w/frequently-called numbers space, 400 messages per book",15.96
6319,CA-2018-161459,2018-11-25,2018-11-29,second class,EB-13750,Edward Becker,corporate,united states,laguna niguel,california,92677,west,TEC-PH-10004071,technology,phones,payanywhere card reader,39.96
6320,CA-2018-161459,2018-11-25,2018-11-29,second class,EB-13750,Edward Becker,corporate,united states,laguna niguel,california,92677,west,OFF-PA-10002377,office supplies,paper,"adams telephone message book w/dividers/space for phone numbers, 5 1/4""x8 1/2"", 200/messages",34.08
6321,CA-2018-160017,2018-09-28,2018-10-02,standard class,SP-20860,Sung Pak,corporate,united states,jacksonville,florida,32216,south,OFF-PA-10001800,office supplies,paper,xerox 220,10.368
6322,CA-2015-123316,2015-10-13,2015-10-17,standard class,SP-20545,Sibella Parks,corporate,united states,mount vernon,new york,10550,east,OFF-BI-10002764,office supplies,binders,recycled pressboard report cover with reinforced top hinge,7.752
6323,CA-2015-141299,2015-06-03,2015-06-07,second class,RB-19795,Ross Baird,home office,united states,midland,michigan,48640,central,OFF-EN-10004459,office supplies,envelopes,security-tint envelopes,15.28
